Reported Date,Total Energy Supplied,Location Coordinates
"February 14, 2019",1,"20.5937, 78.9629"
"February 14, 2019",1,"20.5937, 78.9629"
"February 14, 2019",3,"20.5937, 78.9629"
"February 14, 2019",1,"20.5937, 78.9629"
"February 14, 2019",1,"20.5937, 78.9629"
"February 13, 2019",1,"20.5937, 78.9629"
"February 13, 2019",1,"20.5937, 78.9629"
"February 13, 2019",1,"20.5937, 78.9629"
"February 13, 2019",1,"20.5937, 78.9629"
"February 12, 2019",3,"20.5937, 78.9629"
"February 11, 2019",1,"20.5937, 78.9629"
"February 11, 2019",3,"20.5937, 78.9629"
"February 11, 2019",4,"20.5937, 78.9629"
"February 10, 2019",2,"20.5937, 78.9629"
"February 10, 2019",16,"20.5937, 78.9629"
"February 09, 2019",5,"20.5937, 78.9629"
"February 09, 2019",1,"20.5937, 78.9629"
"February 08, 2019",1,"20.5937, 78.9629"
"February 08, 2019",3,"20.5937, 78.9629"
"February 08, 2019",14,"20.5937, 78.9629"
"February 08, 2019",7,"20.5937, 78.9629"
"February 08, 2019",4,"20.5937, 78.9629"
"February 08, 2019",1,"20.5937, 78.9629"
"February 08, 2019",2,"20.5937, 78.9629"
"February 07, 2019",1,"20.5937, 78.9629"
"February 07, 2019",1,"20.5937, 78.9629"
"February 07, 2019",1,"20.5937, 78.9629"
"February 06, 2019",3,"20.5937, 78.9629"
"February 06, 2019",1,"20.5937, 78.9629"
"February 05, 2019",8,"20.5937, 78.9629"
"February 05, 2019",1,"20.5937, 78.9629"
"February 04, 2019",1,"20.5937, 78.9629"
"February 04, 2019",1,"20.5937, 78.9629"
"February 04, 2019",1,"20.5937, 78.9629"
"February 03, 2019",3,"20.5937, 78.9629"
"February 03, 2019",1,"20.5937, 78.9629"
"February 03, 2019",1,"20.5937, 78.9629"
"February 03, 2019",1,"20.5937, 78.9629"
"February 02, 2019",31,"20.5937, 78.9629"
"February 02, 2019",1,"20.5937, 78.9629"
"February 02, 2019",6,"20.5937, 78.9629"
"February 02, 2019",13,"20.5937, 78.9629"
"February 01, 2019",1,"20.5937, 78.9629"
"February 01, 2019",4,"20.5937, 78.9629"
"February 01, 2019",3,"20.5937, 78.9629"
"January 31, 2019",1,"20.5937, 78.9629"
"January 31, 2019",2,"20.5937, 78.9629"
"January 31, 2019",2,"20.5937, 78.9629"
"January 30, 2019",1,"20.5937, 78.9629"
"January 30, 2019",2,"20.5937, 78.9629"
"January 30, 2019",1,"20.5937, 78.9629"
"January 30, 2019",6,"20.5937, 78.9629"
"January 29, 2019",70,"20.5937, 78.9629"
"January 29, 2019",1,"20.5937, 78.9629"
"January 29, 2019",1,"20.5937, 78.9629"
"January 29, 2019",1,"20.5937, 78.9629"
"January 28, 2019",1,"20.5937, 78.9629"
"January 28, 2019",24,"20.5937, 78.9629"
"January 28, 2019",3,"20.5937, 78.9629"
"January 28, 2019",1,"20.5937, 78.9629"
"January 26, 2019",1,"20.5937, 78.9629"
"January 26, 2019",1,"20.5937, 78.9629"
"January 25, 2019",1,"20.5937, 78.9629"
"January 25, 2019",1,"20.5937, 78.9629"
"January 25, 2019",1,"20.5937, 78.9629"
"January 25, 2019",2,"20.5937, 78.9629"
"January 25, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",2,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",1,"20.5937, 78.9629"
"January 24, 2019",2,"20.5937, 78.9629"
"January 23, 2019",1,"20.5937, 78.9629"
"January 23, 2019",2,"20.5937, 78.9629"
"January 23, 2019",2,"20.5937, 78.9629"
"January 23, 2019",1,"20.5937, 78.9629"
"January 23, 2019",1,"20.5937, 78.9629"
"January 22, 2019",1,"20.5937, 78.9629"
"January 22, 2019",1,"20.5937, 78.9629"
"January 22, 2019",1,"20.5937, 78.9629"
"January 22, 2019",2,"20.5937, 78.9629"
"January 22, 2019",2,"20.5937, 78.9629"
"January 22, 2019",2,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 21, 2019",1,"20.5937, 78.9629"
"January 20, 2019",2,"20.5937, 78.9629"
"January 20, 2019",1,"20.5937, 78.9629"
"January 20, 2019",1,"20.5937, 78.9629"
"January 20, 2019",2,"20.5937, 78.9629"
"January 20, 2019",1,"20.5937, 78.9629"
"January 20, 2019",2,"20.5937, 78.9629"
"January 20, 2019",2,"20.5937, 78.9629"
"January 19, 2019",1,"20.5937, 78.9629"
"January 19, 2019",1,"20.5937, 78.9629"
"January 19, 2019",22,"20.5937, 78.9629"
"January 19, 2019",9,"20.5937, 78.9629"
"January 18, 2019",117,"20.5937, 78.9629"
"January 18, 2019",1,"20.5937, 78.9629"
"January 18, 2019",1,"20.5937, 78.9629"
"January 18, 2019",13,"20.5937, 78.9629"
"January 17, 2019",53,"20.5937, 78.9629"
"January 17, 2019",1,"20.5937, 78.9629"
"January 17, 2019",1,"20.5937, 78.9629"
"January 17, 2019",1,"20.5937, 78.9629"
"January 17, 2019",1,"20.5937, 78.9629"
"January 16, 2019",1,"20.5937, 78.9629"
"January 16, 2019",1,"20.5937, 78.9629"
"January 16, 2019",1,"20.5937, 78.9629"
"January 16, 2019",1,"20.5937, 78.9629"
"January 15, 2019",1,"20.5937, 78.9629"
"January 15, 2019",1,"20.5937, 78.9629"
"January 15, 2019",2,"20.5937, 78.9629"
"January 15, 2019",3,"20.5937, 78.9629"
"January 15, 2019",1,"20.5937, 78.9629"
"January 15, 2019",16,"20.5937, 78.9629"
"January 15, 2019",7,"20.5937, 78.9629"
"January 14, 2019",10,"20.5937, 78.9629"
"January 14, 2019",1,"20.5937, 78.9629"
"January 14, 2019",1,"20.5937, 78.9629"
"January 14, 2019",1,"20.5937, 78.9629"
"January 14, 2019",1,"20.5937, 78.9629"
"January 13, 2019",1,"20.5937, 78.9629"
"January 13, 2019",5,"20.5937, 78.9629"
"January 13, 2019",3,"20.5937, 78.9629"
"January 12, 2019",1,"20.5937, 78.9629"
"January 12, 2019",1,"20.5937, 78.9629"
"January 12, 2019",2,"20.5937, 78.9629"
"January 12, 2019",1,"20.5937, 78.9629"
"January 11, 2019",1,"20.5937, 78.9629"
"January 11, 2019",1,"20.5937, 78.9629"
"January 11, 2019",1,"20.5937, 78.9629"
"January 10, 2019",1,"20.5937, 78.9629"
"January 10, 2019",1,"20.5937, 78.9629"
"January 10, 2019",1,"20.5937, 78.9629"
"January 08, 2019",1,"20.5937, 78.9629"
"January 08, 2019",1,"20.5937, 78.9629"
"January 08, 2019",2,"20.5937, 78.9629"
"January 08, 2019",1,"20.5937, 78.9629"
"January 08, 2019",1,"20.5937, 78.9629"
"January 07, 2019",2,"20.5937, 78.9629"
"January 07, 2019",2,"20.5937, 78.9629"
"January 06, 2019",1,"20.5937, 78.9629"
"January 05, 2019",1,"20.5937, 78.9629"
"January 04, 2019",1,"20.5937, 78.9629"
"January 04, 2019",1,"20.5937, 78.9629"
"January 02, 2019",1,"20.5937, 78.9629"
"January 02, 2019",1,"20.5937, 78.9629"
"January 02, 2019",6,"20.5937, 78.9629"
"December 31, 2018",1,"20.5937, 78.9629"
"December 30, 2018",2,"20.5937, 78.9629"
"December 30, 2018",14,"20.5937, 78.9629"
"December 28, 2018",7,"20.5937, 78.9629"
"December 28, 2018",1,"20.5937, 78.9629"
"December 27, 2018",1,"20.5937, 78.9629"
"December 26, 2018",1,"20.5937, 78.9629"
"December 25, 2018",1,"20.5937, 78.9629"
"December 25, 2018",1,"20.5937, 78.9629"
"December 24, 2018",4,"20.5937, 78.9629"
"December 24, 2018",1,"20.5937, 78.9629"
"December 23, 2018",2,"20.5937, 78.9629"
"December 23, 2018",12,"20.5937, 78.9629"
"December 23, 2018",1,"20.5937, 78.9629"
"December 23, 2018",3,"20.5937, 78.9629"
"December 22, 2018",2,"20.5937, 78.9629"
"December 21, 2018",1,"20.5937, 78.9629"
"December 21, 2018",1,"20.5937, 78.9629"
"December 20, 2018",24,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",20,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",1,"20.5937, 78.9629"
"December 20, 2018",2,"20.5937, 78.9629"
"December 19, 2018",1,"20.5937, 78.9629"
"December 19, 2018",1,"20.5937, 78.9629"
"December 19, 2018",2,"20.5937, 78.9629"
"December 19, 2018",1,"20.5937, 78.9629"
"December 19, 2018",2,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",8,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 18, 2018",2,"20.5937, 78.9629"
"December 18, 2018",6,"20.5937, 78.9629"
"December 18, 2018",2,"20.5937, 78.9629"
"December 18, 2018",1,"20.5937, 78.9629"
"December 17, 2018",1,"20.5937, 78.9629"
"December 17, 2018",1,"20.5937, 78.9629"
"December 16, 2018",6,"20.5937, 78.9629"
"December 15, 2018",2,"20.5937, 78.9629"
"December 14, 2018",1,"20.5937, 78.9629"
"December 14, 2018",4,"20.5937, 78.9629"
"December 13, 2018",3,"20.5937, 78.9629"
"December 13, 2018",1,"20.5937, 78.9629"
"December 12, 2018",1,"20.5937, 78.9629"
"December 12, 2018",1,"20.5937, 78.9629"
"December 11, 2018",2,"20.5937, 78.9629"
"December 11, 2018",1,"20.5937, 78.9629"
"December 11, 2018",1,"20.5937, 78.9629"
"December 10, 2018",1,"20.5937, 78.9629"
"December 10, 2018",3,"20.5937, 78.9629"
"December 10, 2018",1,"20.5937, 78.9629"
"December 10, 2018",1,"20.5937, 78.9629"
"December 09, 2018",1,"20.5937, 78.9629"
"December 08, 2018",1,"20.5937, 78.9629"
"December 08, 2018",1,"20.5937, 78.9629"
"December 08, 2018",1,"20.5937, 78.9629"
"December 08, 2018",1,"20.5937, 78.9629"
"December 08, 2018",1,"20.5937, 78.9629"
"December 07, 2018",1,"20.5937, 78.9629"
"December 07, 2018",1,"20.5937, 78.9629"
"December 07, 2018",1,"20.5937, 78.9629"
"December 06, 2018",7,"20.5937, 78.9629"
"December 06, 2018",1,"20.5937, 78.9629"
"December 06, 2018",1,"20.5937, 78.9629"
"December 05, 2018",1,"20.5937, 78.9629"
"December 05, 2018",1,"20.5937, 78.9629"
"December 05, 2018",1,"20.5937, 78.9629"
"December 05, 2018",2,"20.5937, 78.9629"
"December 05, 2018",2,"20.5937, 78.9629"
"December 05, 2018",1,"20.5937, 78.9629"
"December 04, 2018",15,"20.5937, 78.9629"
"December 04, 2018",6,"20.5937, 78.9629"
"December 04, 2018",1,"20.5937, 78.9629"
"December 03, 2018",1,"20.5937, 78.9629"
"December 03, 2018",3,"20.5937, 78.9629"
"December 03, 2018",1,"20.5937, 78.9629"
"December 03, 2018",1,"20.5937, 78.9629"
"December 03, 2018",1,"20.5937, 78.9629"
"December 02, 2018",2,"20.5937, 78.9629"
"December 02, 2018",1,"20.5937, 78.9629"
"December 02, 2018",3,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"December 01, 2018",2,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"December 01, 2018",1,"20.5937, 78.9629"
"November 30, 2018",1,"20.5937, 78.9629"
"November 30, 2018",1,"20.5937, 78.9629"
"November 30, 2018",1,"20.5937, 78.9629"
"November 30, 2018",2,"20.5937, 78.9629"
"November 29, 2018",1,"20.5937, 78.9629"
"November 29, 2018",1,"20.5937, 78.9629"
"November 29, 2018",3,"20.5937, 78.9629"
"November 29, 2018",1,"20.5937, 78.9629"
"November 29, 2018",2,"20.5937, 78.9629"
"November 28, 2018",1,"20.5937, 78.9629"
"November 28, 2018",3,"20.5937, 78.9629"
"November 28, 2018",1,"20.5937, 78.9629"
"November 27, 2018",4,"20.5937, 78.9629"
"November 27, 2018",1,"20.5937, 78.9629"
"November 26, 2018",1,"20.5937, 78.9629"
"November 25, 2018",1,"20.5937, 78.9629"
"November 25, 2018",3,"20.5937, 78.9629"
"November 25, 2018",2,"20.5937, 78.9629"
"November 24, 2018",1,"20.5937, 78.9629"
"November 24, 2018",29,"20.5937, 78.9629"
"November 24, 2018",3,"20.5937, 78.9629"
"November 24, 2018",1,"20.5937, 78.9629"
"November 24, 2018",1,"20.5937, 78.9629"
"November 24, 2018",2,"20.5937, 78.9629"
"November 23, 2018",1,"20.5937, 78.9629"
"November 22, 2018",1,"20.5937, 78.9629"
"November 22, 2018",14,"20.5937, 78.9629"
"November 22, 2018",7,"20.5937, 78.9629"
"November 22, 2018",1,"20.5937, 78.9629"
"November 21, 2018",2,"20.5937, 78.9629"
"November 21, 2018",1,"20.5937, 78.9629"
"November 20, 2018",1,"20.5937, 78.9629"
"November 20, 2018",1,"20.5937, 78.9629"
"November 20, 2018",1,"20.5937, 78.9629"
"November 20, 2018",1,"20.5937, 78.9629"
"November 20, 2018",2,"20.5937, 78.9629"
"November 19, 2018",1,"20.5937, 78.9629"
"November 19, 2018",9,"20.5937, 78.9629"
"November 19, 2018",1,"20.5937, 78.9629"
"November 19, 2018",2,"20.5937, 78.9629"
"November 18, 2018",22,"20.5937, 78.9629"
"November 18, 2018",1,"20.5937, 78.9629"
"November 18, 2018",1,"20.5937, 78.9629"
"November 17, 2018",2,"20.5937, 78.9629"
"November 17, 2018",1,"20.5937, 78.9629"
"November 17, 2018",1,"20.5937, 78.9629"
"November 17, 2018",3,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 16, 2018",1,"20.5937, 78.9629"
"November 15, 2018",10,"20.5937, 78.9629"
"November 15, 2018",5,"20.5937, 78.9629"
"November 14, 2018",1,"20.5937, 78.9629"
"November 14, 2018",1,"20.5937, 78.9629"
"November 14, 2018",5,"20.5937, 78.9629"
"November 13, 2018",1,"20.5937, 78.9629"
"November 12, 2018",10,"20.5937, 78.9629"
"November 12, 2018",2,"20.5937, 78.9629"
"November 12, 2018",1,"20.5937, 78.9629"
"November 12, 2018",1,"20.5937, 78.9629"
"November 11, 2018",1,"20.5937, 78.9629"
"November 11, 2018",1,"20.5937, 78.9629"
"November 11, 2018",1,"20.5937, 78.9629"
"November 11, 2018",1,"20.5937, 78.9629"
"November 10, 2018",1,"20.5937, 78.9629"
"November 10, 2018",2,"20.5937, 78.9629"
"November 10, 2018",1,"20.5937, 78.9629"
"November 10, 2018",1,"20.5937, 78.9629"
"November 09, 2018",1,"20.5937, 78.9629"
"November 08, 2018",5,"20.5937, 78.9629"
"November 08, 2018",1,"20.5937, 78.9629"
"November 08, 2018",1,"20.5937, 78.9629"
"November 08, 2018",3,"20.5937, 78.9629"
"November 07, 2018",3,"20.5937, 78.9629"
"November 07, 2018",4,"20.5937, 78.9629"
"November 07, 2018",2,"20.5937, 78.9629"
"November 07, 2018",1,"20.5937, 78.9629"
"November 06, 2018",1,"20.5937, 78.9629"
"November 06, 2018",1,"20.5937, 78.9629"
"November 06, 2018",5,"20.5937, 78.9629"
"November 06, 2018",1,"20.5937, 78.9629"
"November 06, 2018",1,"20.5937, 78.9629"
"November 05, 2018",23,"20.5937, 78.9629"
"November 05, 2018",31,"20.5937, 78.9629"
"November 05, 2018",1,"20.5937, 78.9629"
"November 05, 2018",1,"20.5937, 78.9629"
"November 05, 2018",2,"20.5937, 78.9629"
"November 04, 2018",1,"20.5937, 78.9629"
"November 04, 2018",1,"20.5937, 78.9629"
"November 03, 2018",1,"20.5937, 78.9629"
"November 03, 2018",1,"20.5937, 78.9629"
"November 03, 2018",1,"20.5937, 78.9629"
"November 03, 2018",1,"20.5937, 78.9629"
"November 03, 2018",1,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 02, 2018",2,"20.5937, 78.9629"
"November 02, 2018",2,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 02, 2018",2,"20.5937, 78.9629"
"November 02, 2018",1,"20.5937, 78.9629"
"November 01, 2018",1,"20.5937, 78.9629"
"November 01, 2018",7,"20.5937, 78.9629"
"November 01, 2018",1,"20.5937, 78.9629"
"October 30, 2018",1,"20.5937, 78.9629"
"October 30, 2018",3,"20.5937, 78.9629"
"October 30, 2018",3,"20.5937, 78.9629"
"October 29, 2018",1,"20.5937, 78.9629"
"October 29, 2018",1,"20.5937, 78.9629"
"October 29, 2018",2,"20.5937, 78.9629"
"October 29, 2018",1,"20.5937, 78.9629"
"October 29, 2018",1,"20.5937, 78.9629"
"October 28, 2018",1,"20.5937, 78.9629"
"October 28, 2018",1,"20.5937, 78.9629"
"October 28, 2018",1,"20.5937, 78.9629"
"October 28, 2018",2,"20.5937, 78.9629"
"October 28, 2018",1,"20.5937, 78.9629"
"October 27, 2018",1,"20.5937, 78.9629"
"October 27, 2018",1,"20.5937, 78.9629"
"October 27, 2018",54,"20.5937, 78.9629"
"October 27, 2018",2,"20.5937, 78.9629"
"October 27, 2018",1,"20.5937, 78.9629"
"October 27, 2018",1,"20.5937, 78.9629"
"October 26, 2018",14,"20.5937, 78.9629"
"October 26, 2018",2,"20.5937, 78.9629"
"October 26, 2018",3,"20.5937, 78.9629"
"October 25, 2018",2,"20.5937, 78.9629"
"October 25, 2018",6,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 25, 2018",3,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 25, 2018",3,"20.5937, 78.9629"
"October 25, 2018",2,"20.5937, 78.9629"
"October 25, 2018",1,"20.5937, 78.9629"
"October 24, 2018",1,"20.5937, 78.9629"
"October 24, 2018",3,"20.5937, 78.9629"
"October 24, 2018",7,"20.5937, 78.9629"
"October 23, 2018",1,"20.5937, 78.9629"
"October 23, 2018",1,"20.5937, 78.9629"
"October 23, 2018",1,"20.5937, 78.9629"
"October 23, 2018",1,"20.5937, 78.9629"
"October 23, 2018",2,"20.5937, 78.9629"
"October 23, 2018",3,"20.5937, 78.9629"
"October 22, 2018",3,"20.5937, 78.9629"
"October 22, 2018",1,"20.5937, 78.9629"
"October 22, 2018",7,"20.5937, 78.9629"
"October 22, 2018",1,"20.5937, 78.9629"
"October 22, 2018",1,"20.5937, 78.9629"
"October 21, 2018",2,"20.5937, 78.9629"
"October 21, 2018",6,"20.5937, 78.9629"
"October 21, 2018",1,"20.5937, 78.9629"
"October 21, 2018",1,"20.5937, 78.9629"
"October 21, 2018",1,"20.5937, 78.9629"
"October 21, 2018",1,"20.5937, 78.9629"
"October 21, 2018",2,"20.5937, 78.9629"
"October 20, 2018",1,"20.5937, 78.9629"
"October 20, 2018",1,"20.5937, 78.9629"
"October 20, 2018",1,"20.5937, 78.9629"
"October 20, 2018",1,"20.5937, 78.9629"
"October 20, 2018",1,"20.5937, 78.9629"
"October 20, 2018",3,"20.5937, 78.9629"
"October 19, 2018",2,"20.5937, 78.9629"
"October 19, 2018",1,"20.5937, 78.9629"
"October 18, 2018",1,"20.5937, 78.9629"
"October 18, 2018",1,"20.5937, 78.9629"
"October 18, 2018",1,"20.5937, 78.9629"
"October 18, 2018",2,"20.5937, 78.9629"
"October 18, 2018",1,"20.5937, 78.9629"
"October 17, 2018",1,"20.5937, 78.9629"
"October 17, 2018",1,"20.5937, 78.9629"
"October 17, 2018",1,"20.5937, 78.9629"
"October 16, 2018",1,"20.5937, 78.9629"
"October 16, 2018",1,"20.5937, 78.9629"
"October 16, 2018",1,"20.5937, 78.9629"
"October 16, 2018",1,"20.5937, 78.9629"
"October 15, 2018",1,"20.5937, 78.9629"
"October 15, 2018",1,"20.5937, 78.9629"
"October 15, 2018",2,"20.5937, 78.9629"
"October 15, 2018",2,"20.5937, 78.9629"
"October 15, 2018",2,"20.5937, 78.9629"
"October 15, 2018",2,"20.5937, 78.9629"
"October 15, 2018",1,"20.5937, 78.9629"
"October 15, 2018",1,"20.5937, 78.9629"
"October 15, 2018",2,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 14, 2018",22,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 14, 2018",2,"20.5937, 78.9629"
"October 14, 2018",2,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 14, 2018",2,"20.5937, 78.9629"
"October 14, 2018",1,"20.5937, 78.9629"
"October 13, 2018",11,"20.5937, 78.9629"
"October 13, 2018",1,"20.5937, 78.9629"
"October 13, 2018",3,"20.5937, 78.9629"
"October 13, 2018",1,"20.5937, 78.9629"
"October 13, 2018",1,"20.5937, 78.9629"
"October 13, 2018",1,"20.5937, 78.9629"
"October 13, 2018",1,"20.5937, 78.9629"
"October 12, 2018",20,"20.5937, 78.9629"
"October 12, 2018",2,"20.5937, 78.9629"
"October 12, 2018",4,"20.5937, 78.9629"
"October 12, 2018",1,"20.5937, 78.9629"
"October 11, 2018",2,"20.5937, 78.9629"
"October 11, 2018",1,"20.5937, 78.9629"
"October 11, 2018",1,"20.5937, 78.9629"
"October 11, 2018",1,"20.5937, 78.9629"
"October 11, 2018",6,"20.5937, 78.9629"
"October 11, 2018",6,"20.5937, 78.9629"
"October 11, 2018",6,"20.5937, 78.9629"
"October 10, 2018",3,"20.5937, 78.9629"
"October 10, 2018",1,"20.5937, 78.9629"
"October 10, 2018",2,"20.5937, 78.9629"
"October 10, 2018",2,"20.5937, 78.9629"
"October 10, 2018",1,"20.5937, 78.9629"
"October 10, 2018",1,"20.5937, 78.9629"
"October 10, 2018",1,"20.5937, 78.9629"
"October 10, 2018",2,"20.5937, 78.9629"
"October 10, 2018",1,"20.5937, 78.9629"
"October 09, 2018",1,"20.5937, 78.9629"
"October 09, 2018",1,"20.5937, 78.9629"
"October 09, 2018",1,"20.5937, 78.9629"
"October 09, 2018",1,"20.5937, 78.9629"
"October 08, 2018",34,"20.5937, 78.9629"
"October 08, 2018",1,"20.5937, 78.9629"
"October 08, 2018",1,"20.5937, 78.9629"
"October 07, 2018",6,"20.5937, 78.9629"
"October 07, 2018",1,"20.5937, 78.9629"
"October 07, 2018",3,"20.5937, 78.9629"
"October 06, 2018",3,"20.5937, 78.9629"
"October 06, 2018",1,"20.5937, 78.9629"
"October 06, 2018",2,"20.5937, 78.9629"
"October 06, 2018",1,"20.5937, 78.9629"
"October 06, 2018",2,"20.5937, 78.9629"
"October 06, 2018",1,"20.5937, 78.9629"
"October 05, 2018",1,"20.5937, 78.9629"
"October 05, 2018",2,"20.5937, 78.9629"
"October 05, 2018",2,"20.5937, 78.9629"
"October 04, 2018",1,"20.5937, 78.9629"
"October 04, 2018",1,"20.5937, 78.9629"
"October 03, 2018",1,"20.5937, 78.9629"
"October 03, 2018",2,"20.5937, 78.9629"
"October 03, 2018",1,"20.5937, 78.9629"
"October 03, 2018",1,"20.5937, 78.9629"
"October 03, 2018",1,"20.5937, 78.9629"
"October 03, 2018",1,"20.5937, 78.9629"
"October 03, 2018",2,"20.5937, 78.9629"
"October 03, 2018",2,"20.5937, 78.9629"
"October 03, 2018",2,"20.5937, 78.9629"
"October 02, 2018",1,"20.5937, 78.9629"
"October 02, 2018",1,"20.5937, 78.9629"
"October 02, 2018",1,"20.5937, 78.9629"
"October 02, 2018",2,"20.5937, 78.9629"
"October 02, 2018",1,"20.5937, 78.9629"
"October 01, 2018",34,"20.5937, 78.9629"
"October 01, 2018",1,"20.5937, 78.9629"
"October 01, 2018",1,"20.5937, 78.9629"
"October 01, 2018",2,"20.5937, 78.9629"
"October 01, 2018",1,"20.5937, 78.9629"
"October 01, 2018",1,"20.5937, 78.9629"
"October 01, 2018",1,"20.5937, 78.9629"
"September 30, 2018",7,"20.5937, 78.9629"
"September 30, 2018",1,"20.5937, 78.9629"
"September 30, 2018",1,"20.5937, 78.9629"
"September 30, 2018",1,"20.5937, 78.9629"
"September 29, 2018",1,"20.5937, 78.9629"
"September 29, 2018",1,"20.5937, 78.9629"
"September 29, 2018",1,"20.5937, 78.9629"
"September 29, 2018",1,"20.5937, 78.9629"
"September 28, 2018",1,"20.5937, 78.9629"
"September 28, 2018",1,"20.5937, 78.9629"
"September 28, 2018",1,"20.5937, 78.9629"
"September 27, 2018",1,"20.5937, 78.9629"
"September 27, 2018",1,"20.5937, 78.9629"
"September 27, 2018",2,"20.5937, 78.9629"
"September 27, 2018",1,"20.5937, 78.9629"
"September 26, 2018",1,"20.5937, 78.9629"
"September 26, 2018",3,"20.5937, 78.9629"
"September 26, 2018",1,"20.5937, 78.9629"
"September 26, 2018",1,"20.5937, 78.9629"
"September 26, 2018",1,"20.5937, 78.9629"
"September 26, 2018",2,"20.5937, 78.9629"
"September 26, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",1,"20.5937, 78.9629"
"September 25, 2018",2,"20.5937, 78.9629"
"September 25, 2018",7,"20.5937, 78.9629"
"September 25, 2018",3,"20.5937, 78.9629"
"September 25, 2018",4,"20.5937, 78.9629"
"September 24, 2018",1,"20.5937, 78.9629"
"September 24, 2018",2,"20.5937, 78.9629"
"September 24, 2018",3,"20.5937, 78.9629"
"September 24, 2018",1,"20.5937, 78.9629"
"September 24, 2018",1,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 23, 2018",2,"20.5937, 78.9629"
"September 23, 2018",1,"20.5937, 78.9629"
"September 22, 2018",1,"20.5937, 78.9629"
"September 22, 2018",1,"20.5937, 78.9629"
"September 22, 2018",1,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
"September 21, 2018",1,"20.5937, 78.9629"
