"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"52400","US-Mexico Border","July 22, 2019","2019","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.373978500000, -111.457253300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52401","US-Mexico Border","July 22, 2019","2019","Jul","1","","1","","","1","","Unknown","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52402","US-Mexico Border","July 22, 2019","2019","Jul","1","","1","","1","","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.129207900000, -111.146947700000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52403","US-Mexico Border","July 22, 2019","2019","Jul","1","","1","","","1","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.129207900000, -111.146947700000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51887","US-Mexico Border","July 21, 2019","2019","Jul","1","","1","","","1","","Drowning","Canal in ranch in Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.715580848881, -100.394364241040","","http://bit.ly/2OiHLsc, http://bit.ly/2JUaxex","Northern America","3"
"51880","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Sickness and lack of access to medicines","Hospital General de Ciudad Juárez, Chihuaha, México","El Diario, Reforma","31.738054300000, -106.456257900000","","http://bit.ly/2Lzahnb, http://bit.ly/2JTGHWg","Central America","3"
"51881","Europe","July 20, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece","Refugee Support Aegean,  Efsyn","40.640062900000, 22.944419100000","","http://bit.ly/2M3Czp7, http://bit.ly/2Lw8NKc","Southern Europe","4"
"51882","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","2","1","","","Multiple organ failure","Hospital General Doctor Salvador Chavarría in Piedras Negras, Coahuila, Mexico - after being rescued from the Río Bravo","La Prensa de Monclova, El Diario de Coahuila, Zócalo","28.661188000000, -100.540686400000","","http://bit.ly/2LxMKCX, http://bit.ly/2SscukQ, http://bit.ly/2LyoGjp","Central America","3"
"51942","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Hypothermia","Near El Centro, Imperial County, California, USA","The San Diego Union Tribune","32.756800460358, -115.643388924410","","https://bit.ly/2KJ3jJd","Northern America","1"
"51963","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Unknown","Body recovered near Phoenix, Arizona, USA","Todo Nocitas","33.179906060642, -112.241578803910","","https://bit.ly/2ZiT0pi, https://bit.ly/325Hkn4","Northern America","3"
"52399","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Unknown","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.573573200000, -111.917944700000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51879","US-Mexico Border","July 19, 2019","2019","Jul","1","","1","","","1","","Stabbed","Hospital de la Familia -  - after being stabbed in colonia Chaveña, Ciudad Juárez, Chihuahua, México","Noticiero Universal, Periódico Cubano","31.730067100000, -106.483289300000","","http://bit.ly/2y2PsYq, http://bit.ly/2y7OnOR","South America","3"
"51886","Central America","July 19, 2019","2019","Jul","1","","1","","","1","","Shot","Near border bridge El Ceibo, Tenosique, Tabasco, Mexico - near border with Guatemala","XEVA Noticias, El Piñero","17.258728416225, -91.012688908886","","http://bit.ly/2LDCNE7, http://bit.ly/2YeNyOY","Central America","3"
"52398","US-Mexico Border","July 19, 2019","2019","Jul","1","","1","","","","","Unknown (skeletal remains)","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.535548300000, -111.386271500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51876","Middle East","July 18, 2019","2019","Jul","16","","16","50","6","6","5","Vehicle Accident","Road near Ilıkaynak district, İpekyolu, Van province, Turkey","Daily Sabah, L'Orient Le Jour, Sabah","38.749640000000, 43.613323000000","","http://bit.ly/2M0mGQo, http://bit.ly/30NaG97, http://bit.ly/30QlDXB","Western Asia","3"
"51877","South America","July 18, 2019","2019","Jul","1","","1","1","","","","Hit by truck","Road in Pamplona, Santander, Colombia","El Nacional, La Opinión, El Periodiquito","7.378230000000, -72.650336900000","","http://bit.ly/2XYe8fi, http://bit.ly/2XSbIn3, http://bit.ly/2LXzXZQ","South America","3"
"51878","US-Mexico Border","July 18, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, nea Reynosa, Tamaulipas, Mexico","López Doriga, El Mercurio de Tamaulipas","25.981681000000, -98.079684600000","","http://bit.ly/2JHAVYV, http://bit.ly/2xWrEoZ","Central America","3"
"51928","US-Mexico Border","July 18, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch southwest of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart","27.137592559984, -98.230383590799","","http://bit.ly/33menV4","Northern America","1"
"51875","South Asia","July 17, 2019","2019","Jul","1","","1","","","1","","Shot","Unspecified location on the Iran-Pakistan border, Sistan and Baluchestan, Iran","Pakistan Today, Daily Balochistan Express","26.095338100000, 61.846223500000","","http://bit.ly/2SxqCcp, http://bit.ly/2YgYeAD","South Asia","3"
"51927","US-Mexico Border","July 17, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart","26.985855502773, -98.197718050630","","http://bit.ly/33menV4","Northern America","1"
"51867","US-Mexico Border","July 16, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA","Zócalo","28.705314967217, -100.511613685030","","http://bit.ly/2Sk6nPi","Northern America","1"
"51868","US-Mexico Border","July 16, 2019","2019","Jul","2","","2","","","2","","Drowning","Río Bravo near La Amistad Dam, Ciudad Acuña, Coahuila, Mexico","Zócalo, Noticias del Sol de la Laguna, El Universal","29.447929724258, -101.059931246190","","http://bit.ly/2LVNDVp, http://bit.ly/2XV2MIS, http://bit.ly/2LrtNSC","Central America","3"
"51869","Mediterranean","July 16, 2019","2019","Jul","1","","1","73","1","","","Drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","36.196379448452, -2.452770359719","Western Mediterranean","http://bit.ly/2XX5xt2, http://bit.ly/2YZCLJC","Uncategorized","4"
"51926","US-Mexico Border","July 15, 2019","2019","Jul","1","","1","","","","","Unknown","Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","26.975792985096, -98.187075045258","","http://bit.ly/33menV4","Northern America","1"
"52396","US-Mexico Border","July 15, 2019","2019","Jul","1","","1","","","","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52397","US-Mexico Border","July 15, 2019","2019","Jul","1","","1","","","1","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.797256200000, -111.813408800000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51866","US-Mexico Border","July 14, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, near Brownsville, Cameron County, Texas, USA","El Sol de Tampico, Hoy Tamaulipas","25.900962109470, -97.525633099634","","http://bit.ly/30yYs3F, http://bit.ly/2YU19MF","Northern America","3"
"51925","US-Mexico Border","July 14, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch west of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.208588228963, -98.238623336893","","http://bit.ly/33menV4","Northern America","1"
"52395","US-Mexico Border","July 13, 2019","2019","Jul","1","","1","","","1","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51853","US-Mexico Border","July 12, 2019","2019","Jul","1","","1","","","1","","Drowning","Canal Anzaldúas, Reynosa, Tamaulipas, Mexico","El Mañana, El Sol de Tampico","26.136829136280, -98.337529265875","","http://bit.ly/2JxHzRe, http://bit.ly/2XPuwib","Central America","3"
"52393","US-Mexico Border","July 12, 2019","2019","Jul","1","","1","","","1","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52394","US-Mexico Border","July 12, 2019","2019","Jul","1","","1","","","1","","Probable hyperthermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51885","Central America","July 11, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks near Las Huiberas, Cosoleacaque, Veracruz, Mexico","Imagen del Golfo, Qhubochano","18.023219672270, -94.641773520189","","http://bit.ly/2Mk7D4n, http://bit.ly/2M8NOg4","Central America","3"
"51924","US-Mexico Border","July 11, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch northeast of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.067851841443, -98.073091890962","","http://bit.ly/33menV4","Northern America","1"
"51849","US-Mexico Border","July 09, 2019","2019","Jul","1","","1","","","1","","Unknown","Near Mercado Zaragoza, Piedras Negras, Coahuila, Mexico","Zócalo","28.700944700000, -100.514561000000","","http://bit.ly/32mdMSQ","Central America","1"
"51847","US-Mexico Border","July 08, 2019","2019","Jul","1","","1","","","1","","Drowning","Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","Uni Mexicali, El Imparcial, Radio Patr","32.705302900000, -114.728829800000","","http://bit.ly/2XwZbR6, http://bit.ly/32bOneN, http://bit.ly/2XOeAkc","Central America","3"
"51848","Caribbean","July 08, 2019","2019","Jul","8","","8","8","3","5","","Vehicle Accident","Van fell into irrigation canal near Barrero Adentro, Navarrete, Dominican Republic","Listin Diario, EFE, Noticias Sin	","19.559433200000, -70.869348600000","","http://bit.ly/2XCuDNV, http://bit.ly/2XDMQL7, http://bit.ly/2XU5odZ","Caribbean","3"
"51850","South America","July 08, 2019","2019","Jul","1","","1","","","1","","Presumed vehicle accident","Near Pan-American Highwaay, La Legua, Piura, Peru","Diario Peru	","-5.227319800000, -80.655000100000","","https://bit.ly/30CDJfB, https://bit.ly/2XB0PB6","South America","3"
"51884","US-Mexico Border","July 07, 2019","2019","Jul","1","","1","","","1","","Dehydration","Ranch located on U.S. Highway 285 west of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.253449766985, -98.254332890286","","http://bit.ly/2ZgjiEY","Northern America","1"
"52392","US-Mexico Border","July 07, 2019","2019","Jul","1","","1","","","1","","Probable hypothermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51830","Europe","July 06, 2019","2019","Jul","1","","1","7","","1","","Fell from truck","A29 motorway, near the Hellegatsplein junction, The Netherlands ","Calais Migrant Solidarity, NOS, Hart van Nederland","51.708842167962, 4.396572521430","","http://bit.ly/2XPgn8K, http://bit.ly/2xL1CoR, http://bit.ly/2KaXMMD","Western Europe","4"
"51831","Central America","July 06, 2019","2019","Jul","1","","1","9","1","","","Vehicle Accident","Federal highway 180 near Alvarado, Veracruz, Mexico","El Imparcial, Telediario","18.769659288645, -95.744834624192","","http://bit.ly/2YOi57D, http://bit.ly/2L7VcZu","Central America","3"
"51846","Central America","July 06, 2019","2019","Jul","1","","1","4","","1","","Tortured, Murdered","Body recovered near local road Yecapixtla-Cruz de Lima, in Ocuituco, Morelos, Mexico","Movimiento Migrante Mesoamericano, Proceso","18.877658400000, -98.773932400000","","http://bit.ly/2JvUvWL, http://bit.ly/2NFM68k, http://bit.ly/30sklBU","Northern America","4"
"51923","Europe","July 06, 2019","2019","Jul","1","","1","2","","1","","Drowning","Off the coast of Malo-les-Bains, near Dunkerque, Grand-Synthe, France","Calais Migrant Solidarity, La Voix du Nord","51.051900837879, 2.399199796303","","http://bit.ly/2KaXMMD, http://bit.ly/2yvJOOH","Western Europe","4"
"52390","US-Mexico Border","July 06, 2019","2019","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51829","US-Mexico Border","July 05, 2019","2019","Jul","1","","1","36","","1","","Unknown","Hospital in Tucson, Pima County, Arizona, USA - shortly after being apprehended by US Border Patrol agents west of Sasabe, Pima County, Arizona","US Border Patrol","32.242930100000, -110.946201300000","Central America to US","http://bit.ly/2S1f2Gf","Northern America","5"
"51852","US-Mexico Border","July 05, 2019","2019","Jul","","1","1","","","1","","Sickness and lack of access to medicines","Ranch near Loop 1604 and Pleasanton Road, near San Antonio, Bexar County, Texas, USA","Bexar County Sheriff's Office, CBS","29.207827735338, -98.507496358502","","http://bit.ly/2GdQghv, http://bit.ly/2XS3Kpl","Northern America","5"
"51828","US-Mexico Border","July 04, 2019","2019","Jul","1","","1","","1","","","Unknown","Ejido Jerónimo, 3km south of the Santa Teresa Port of Entry, Chihuahua, Mexico","El Diario, Norte Digital","31.773019723835, -106.701209668170","Central America to US","http://bit.ly/30nK525, http://bit.ly/2XvOQK1","Central America","3"
"51883","US-Mexico Border","July 04, 2019","2019","Jul","1","","1","3","","1","","Vehicle Accident","Loop 375 near Paisano Drive, El Paso, El Paso County, Texas, USA","Diario19, CBS4","31.762964918642, -106.446077661120","","http://bit.ly/2YfTfMz, http://bit.ly/2Y321Cs","Northern America","3"
"51821","Mediterranean","July 03, 2019","2019","Jul","83","","83","3","4","9","1","Presumed drowning, Hypothermia","Off the coast of Zarzis, Tunisia - departed from Zuwara, Libya","IOM Tunisia","33.618682016579, 11.439711900000","Central Mediterranean","","Uncategorized","4"
"51874","US-Mexico Border","July 03, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch southwest of the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"52388","US-Mexico Border","July 03, 2019","2019","Jul","1","","1","","","","","Unknown (skeletal remains)","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.004629000000, -113.225121800000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52389","US-Mexico Border","July 03, 2019","2019","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51819","Central America","July 02, 2019","2019","Jul","1","","1","1","1","","","Unknown","Inside hotel toom in Tuxtla Gutiérrez, Chiapas, Mexico - en route to the US border","La Tribuna, El Heraldo, Proceso","16.751600900000, -93.102993900000","","http://bit.ly/2Nth7wf, http://bit.ly/2XLzQXI, http://bit.ly/329Q5Ns","Central America","3"
"51922","Sub-Saharan Africa","July 02, 2019","2019","Jul","2","","2","","","","","Unknown (mummified remains)","30 km from Inkhalid, Mali, near border with Algeria. Departed from Bordj Badji Mokhtar on foot.","IOM Mali, Malian Red Cross of Tessalit","20.933613114219, 0.820411788365","","","Western Africa","4"
"51817","Sub-Saharan Africa","July 01, 2019","2019","Jul","1","","1","","","1","1","Drowning","Body recovered on Plage de Moya 2, Dzaoudzi-Labattoir, Mayotte, France","IOM Madagascar, Préfecture de Mayotte, Le Parisien, Franceinfo","-12.778757000000, 45.295226600000","","http://bit.ly/2RQbG94, http://bit.ly/30dWkhP, http://bit.ly/2LxLQWh","Eastern Africa","5"
"51818","US-Mexico Border","July 01, 2019","2019","Jul","1","","1","8","","1","1","Presumed drowning","Río Bravo, near Del Rio, Val Verde County, Texas, USA","US Border Patrol, El Diario de Coahuila	","29.769623100000, -101.252379200000","Central America to US","http://bit.ly/2LxOiw0, http://bit.ly/2RRu6Gm, http://bit.ly/30p2CLB","Northern America","5"
"52387","US-Mexico Border","July 01, 2019","2019","Jul","1","","1","","","1","","Hypothermia","Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.771801900000, -111.924265100000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51812","US-Mexico Border","June 30, 2019","2019","Jun","1","","1","1","","1","","Unknown","Hospital in McAllen, Hidalgo County, Texas, USA - was in CBP custody for a week after crossing the US-Mexico border","US Border Patrol","26.186448000000, -98.220718500000","Central America to US","http://bit.ly/2XAlhGs, http://bit.ly/2RMaFiv","Northern America","5"
"51814","US-Mexico Border","June 30, 2019","2019","Jun","1","","1","","","1","","Injuries after falling from border wall","International boundary fence in Nogales, Santa Cruz County, Arizona, USA","US Border Patrol	","31.333228800000, -110.938007900000","Central America to US","http://bit.ly/2YuFs5Z","Northern America","5"
"51816","Europe","June 30, 2019","2019","Jun","1","","1","","","1","","Plane stowaway","Garden in Offerton Road, Clapham, London, UK - fell from landing gear of an inbound Kenya Airways flight to Heathrow Airport","Metropolitan Police, The New York Times		","51.463784260180, -0.157933543286","","http://bit.ly/2KQlWh7, https://bbc.in/2J91tC4, https://nyti.ms/2xrzMOe","Western Europe","5"
"51813","Mediterranean","June 29, 2019","2019","Jun","1","","1","","","1","","Presumed drowning","Body recovered on Arekmane beach, near Nador, Morocco","Association Marocaine des Droits Humains - Section Nador		","35.115866500000, -2.722248700000","Western Mediterranean","https://www.facebook.com/AmdhNador/posts/2361787044033557","Uncategorized","4"
"51845","US-Mexico Border","June 29, 2019","2019","Jun","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51873","US-Mexico Border","June 29, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"51810","North Africa","June 27, 2019","2019","Jun","6","","6","36","2","","1","Drowning","Off the coast of Boumersal, near Sidi Ifni, Morocco","Le360ma, El Día, Huffington Post","29.347903181550, -10.202559942704","Western African","http://bit.ly/2NlLgxl, http://bit.ly/2xkT2gd, http://bit.ly/2KRwzQG","Western Africa","3"
"51811","US-Mexico Border","June 27, 2019","2019","Jun","1","","1","","","1","","Drowning","Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","UniMexicali, El Sol de Tijuana","32.705688066120, -114.729089065810","Central America to US","http://bit.ly/2XlV92D, http://bit.ly/2FK2z4O","Central America","3"
"51798","US-Mexico Border","June 26, 2019","2019","Jun","1","","1","","1","","","Presumed drowning","Río Bravo, Riverside Canal, near Herring Road, Clint, Texas, USA","El Universal, Prensa Libre","31.567686900000, -106.243756300000","Central America to US","https://bit.ly/2NgIbhZ, https://bit.ly/2IQ9xYa","Northern America","3"
"51800","Central America","June 26, 2019","2019","Jun","1","","1","1","1","","","Hit by train","Train tracks, km 159+650 near Maney, Huichapan, Hidalgo, Mexico","El Universal, Publimetro","20.389942900000, -99.696202800000","","http://bit.ly/2Xv75ys, http://bit.ly/31OYrdk","Central America","3"
"51803","Central America","June 26, 2019","2019","Jun","1","","1","","1","","","Hit by train","Train tracks near Tacotalpa, Tabasco, Mexico","Tabasco Hoy, Diario Presente, Movimiento Migrante Mesoamericano, El Heraldo","17.571557300000, -92.832141200000","","http://bit.ly/2KEL6PF, http://bit.ly/2XdtZLp, http://bit.ly/31XFg0Y, http://bit.ly/2JpcfCU","Central America","3"
"51804","Middle East","June 26, 2019","2019","Jun","10","","10","30","","","","Vehicle Accident","Road in Meriç, Edirne, Turkey - near border with Greece","Daily Sabah, Reuters, Hürriyet","41.657821000000, 26.504193500000","","http://bit.ly/2Yg8ohL, http://bit.ly/2Xf71Uf, http://bit.ly/2ZLFIgW","Western Asia","3"
"51809","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, two miles northeast of the Eagle Pass Port of Entry, Eagle Pass, Maverick County, Texas, USA","US Border Patrol","28.714321973443, -100.507155908750","Central America to US","http://bit.ly/2RNX4qB","Northern America","5"
"51844","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51872","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"51805","US-Mexico Border","June 24, 2019","2019","Jun","1","","1","","1","","","Heart attack","KM315 Panamerican Highway, Chihuahua, México","Instituto Nacional de Migración de México, Diario, La Patrona, Milenio		","31.349864500000, -106.490093000000","Central America to US","http://bit.ly/2XvF7TS, http://bit.ly/2YFSJIV, https://bit.ly/2ITu4et, https://bit.ly/2YiYg7U","Central America","5"
"51807","US-Mexico Border","June 24, 2019","2019","Jun","2","","2","1","1","1","","Drowning","Río Bravo, near Puente Internacional, Matamoros, Tamaulipas, Mexico","El Universal, La Prensa, The Guardian, La Vanguardia","25.898236864813, -97.499201411927","Central America to US","http://bit.ly/2ICKmYU, http://bit.ly/2KA5u4q, http://bit.ly/2x82JhS, http://bit.ly/2XfGTbI, http://bit.ly/2FNaONQ","Central America","3"
"51794","US-Mexico Border","June 23, 2019","2019","Jun","4","","4","","1","","3","Dehydration, Exposure","Bodies recovered southeast of the Anzalduas Park in Las Palomas Wildlife Management Area, Hidalgo County, Texas, USA - near border with Mexico","Hidalgo County Sheriff's Office, Los Angeles Times","26.138404700000, -98.328768700000","Central America to US","http://bit.ly/2LdBjPO, https://cnn.it/2Lkc8eL, https://bit.ly/31OUEwC, https://lat.ms/2XwAngZ","Northern America","5"
"51808","North Africa","June 23, 2019","2019","Jun","4","21","25","13","3","1","4","Presumed drowing","Off the coast of Dakhla, en route to the Canary Islands","El Día, La Vanguardia, Público","24.297942676106, -16.283859754520","Western African","http://bit.ly/31Wzsov, http://bit.ly/2LqyriH, http://bit.ly/2NjyrDB, http://bit.ly/2IZD4P7","Western Africa","3"
"51793","US-Mexico Border","June 22, 2019","2019","Jun","1","","1","","","1","","","Río Bravo, near El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, Vox","27.479038000000, -99.479266900000","Central America to US","http://bit.ly/2Rw95kk, http://bit.ly/2IDC4zZ","Central America","3"
"51792","US-Mexico Border","June 21, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, La estrella de la noticia","28.711068100000, -100.513559000000","Central America to US","http://bit.ly/2N8JOy8, http://bit.ly/2Yb9Gum","Central America","3"
"51806","US-Mexico Border","June 21, 2019","2019","Jun","1","","1","","","1","","Vehicle Accident","Brackettville, Kinney County, Texas, USA","Zócalo, Informate","29.301948600000, -100.424271900000","Central America to US","https://bit.ly/2KH0hIa, https://bit.ly/326TkWe","Northern America","3"
"51815","Europe","June 21, 2019","2019","Jun","1","","1","","","1","","Hit by train","Train tracks near the town of Demir Kapija, train line Gevgelija-Skopje, North Macedonia","IOM Skopje, North Macedonia Ministry of Interior","41.421913300000, 22.254896900000","","","Southern Europe","5"
"51791","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","1","","Heart attack","KM83 in highway Piedras Negras-Laredo, Hidalgo, Coahuila, Mexico","Super Channel 12, Contrapunto, La Voz","27.823775400000, -99.974517400000","Central America to US","https://bit.ly/2FzaKBh, https://bit.ly/2FuBrHb, https://bit.ly/2J79KVB","Central America","3"
"51801","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.522501600000, -99.839891300000","Central America to US","http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F","Northern America","5"
"51802","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","","","Unknown","On the banks of the Río Bravo, near Normandy, Maverick County, Texas, USA","US Border Patrol, Reuters","28.908531900000, -100.633761400000","Central America to US","http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F","Northern America","5"
"51820","Middle East","June 20, 2019","2019","Jun","1","","1","2","","1","","Hit by vehicle","Roadway in Eskikoy village, Uzunkoruo, Edirne, Turkey","Hurriyet, Hur Gazette	","41.329800000000, 26.645200000000","","https://bit.ly/2FRzHrE, https://bit.ly/2FRzHrE","Western Asia","3"
"51788","Mediterranean","June 19, 2019","2019","Jun","","22","22","27","","","","Drowning","11 nautical miles north of Cape Tres Forcas, off the coast of Melilla, Spain (Alboran Sea)","Caminando Fronteras, AP","35.856487686736, -3.086911218126","Western Mediterranean","http://bit.ly/2x5iPc0, http://bit.ly/2L2ARDW, http://bit.ly/2L2GySm, http://bit.ly/2WSbwPr, http://bit.ly/2KBmffB","Uncategorized","4"
"51790","US-Mexico Border","June 19, 2019","2019","Jun","1","","1","","","1","","Unknown","Mountain area near Ocotillo, Imperial County, California, USA","El Heraldo, Tribuna","32.757494400000, -115.982532000000","Central America to US","https://bit.ly/2WSNQdB, https://bit.ly/2J2F9sy","Northern America","3"
"51799","US-Mexico Border","June 19, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.479950800000, -99.864724700000","Central America to US","https://reut.rs/2J50L7F, https://bit.ly/2YhvdBQ, http://bit.ly/2YmE45m","Northern America","5"
"51761","Mediterranean","June 17, 2019","2019","Jun","12","","12","31","2","7","3","Drowning","Off the coast of Bodrum, Turkey","Turkish Coast Guard","36.961190531455, 27.400403872975","Eastern Mediterranean","https://www.sg.gov.tr/haberdetay/2019/06hzrn/17haz19hb.pdf","Uncategorized","5"
"51851","Europe","June 17, 2019","2019","Jun","1","","1","","","1","","Drowning","Kolpa/Kupa river, near Breg, Črnomelj, Slovenia","Slovenian Police via IOM Slovenia, 24ur.com","45.445807569624, 15.129590885306","","http://bit.ly/2Kif8Hq","Southern Europe","5"
